id,flight_number,airline,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft,price
4561,AA6031,American Airlines,MIA,DEN,2026-03-14T23:15:00,2026-03-15T05:15:40.933910,B787,496.68
4562,UA7853,United Airlines,JFK,DEN,2026-03-14T16:30:00,2026-03-14T19:21:49.175785,A320,844.08
4563,AA4778,American Airlines,DEN,MIA,2026-03-14T18:30:00,2026-03-14T21:40:56.772210,B738,685.61
4564,AA5161,American Airlines,MIA,DFW,2026-03-14T12:15:00,2026-03-14T14:59:56.605757,B738,141.96
4565,WN2368,Southwest Airlines,SFO,MIA,2026-03-14T13:00:00,2026-03-14T15:15:55.895935,B737,136.35
4566,UA4101,United Airlines,SEA,ATL,2026-03-14T23:15:00,2026-03-15T01:27:22.614461,B738,941.11
4567,AA7646,American Airlines,ATL,SFO,2026-03-14T21:30:00,2026-03-15T00:07:08.162409,A321,68.71
4568,AA3015,American Airlines,LAX,ATL,2026-03-14T19:15:00,2026-03-14T22:08:32.072631,B737,77.27
4569,WN8683,Southwest Airlines,LAX,SFO,2026-03-14T21:30:00,2026-03-14T23:35:15.035561,B737,796.98
4570,B67321,JetBlue,SFO,DFW,2026-03-14T22:15:00,2026-03-15T01:11:01.524943,B737,443.0
4571,B64564,JetBlue,LAX,MIA,2026-03-14T12:00:00,2026-03-14T14:42:44.194293,A320,309.24
4572,DL2887,Delta Air Lines,MIA,ORD,2026-03-14T19:45:00,2026-03-14T22:08:57.336677,B737,399.91
4573,DL1304,Delta Air Lines,DFW,ORD,2026-03-14T19:45:00,2026-03-14T22:37:50.308815,A321,725.94
4574,WN3089,Southwest Airlines,ATL,LAX,2026-03-14T10:00:00,2026-03-14T13:12:26.440951,A320,820.11
4575,DL4051,Delta Air Lines,LAX,DEN,2026-03-14T08:30:00,2026-03-14T11:32:40.633181,A321,860.11
4576,DL3646,Delta Air Lines,LAX,SFO,2026-03-14T14:45:00,2026-03-14T18:23:47.026129,A321,856.47
4577,WN8112,Southwest Airlines,DEN,DFW,2026-03-14T16:30:00,2026-03-14T22:02:45.577221,B787,161.08
4578,AA1809,American Airlines,BOS,LAX,2026-03-14T13:00:00,2026-03-14T15:06:29.968638,B737,121.78
4579,DL8272,Delta Air Lines,ATL,SEA,2026-03-14T22:15:00,2026-03-15T04:31:25.209575,B787,928.4
4580,AA4814,American Airlines,DFW,DEN,2026-03-14T06:45:00,2026-03-14T12:49:43.940925,B787,223.21
4581,WN532,Southwest Airlines,MIA,SEA,2026-03-14T08:15:00,2026-03-14T11:10:02.603432,A320,729.97
4582,DL9781,Delta Air Lines,SEA,BOS,2026-03-14T15:30:00,2026-03-14T18:14:39.542288,B737,994.48
4583,AA7365,American Airlines,SEA,DFW,2026-03-14T13:00:00,2026-03-14T15:28:25.424227,B738,159.36
4584,WN9333,Southwest Airlines,JFK,ATL,2026-03-14T11:00:00,2026-03-14T14:16:30.799503,A320,731.05
4585,DL5944,Delta Air Lines,SEA,ORD,2026-03-14T16:15:00,2026-03-14T21:45:10.627678,B787,142.8
4586,UA2716,United Airlines,SEA,DFW,2026-03-14T21:45:00,2026-03-14T23:59:16.598808,B738,979.53
4587,WN8490,Southwest Airlines,BOS,JFK,2026-03-14T12:45:00,2026-03-14T16:09:41.011554,B738,311.56
4588,WN785,Southwest Airlines,LAX,BOS,2026-03-14T16:30:00,2026-03-14T18:39:00.408012,B737,532.8
4589,WN9843,Southwest Airlines,SFO,ORD,2026-03-14T10:30:00,2026-03-14T12:54:54.081386,B737,733.7
4590,WN4990,Southwest Airlines,LAX,ORD,2026-03-15T22:00:00,2026-03-16T03:32:42.845302,B787,905.01
4591,AA9953,American Airlines,ORD,DEN,2026-03-15T21:45:00,2026-03-16T00:18:15.307259,A320,607.48
4592,B66156,JetBlue,SFO,SEA,2026-03-15T23:30:00,2026-03-16T01:32:56.684261,A320,308.45
4593,DL3743,Delta Air Lines,LAX,ORD,2026-03-15T06:30:00,2026-03-15T09:23:54.274595,A321,315.31
4594,B61171,JetBlue,DEN,LAX,2026-03-15T22:15:00,2026-03-16T00:51:14.383171,A321,575.72
4595,UA103,United Airlines,JFK,LAX,2026-03-15T15:45:00,2026-03-15T18:24:44.471047,A321,74.42
4596,WN3259,Southwest Airlines,SFO,ORD,2026-03-15T06:00:00,2026-03-15T09:19:46.295656,A321,175.82
4597,B62228,JetBlue,DEN,BOS,2026-03-15T23:15:00,2026-03-16T01:20:02.972264,B737,790.58
4598,WN8321,Southwest Airlines,DFW,ATL,2026-03-15T18:30:00,2026-03-15T21:17:30.090261,B737,469.86
4599,AA9712,American Airlines,SEA,LAX,2026-03-15T15:30:00,2026-03-15T18:51:47.875416,B738,186.25
4600,WN1663,Southwest Airlines,LAX,JFK,2026-03-15T08:00:00,2026-03-15T10:28:11.916135,B738,455.24
4601,DL4615,Delta Air Lines,ATL,SEA,2026-03-15T21:00:00,2026-03-16T00:35:03.342511,A321,918.49
4602,WN6619,Southwest Airlines,DFW,DEN,2026-03-15T05:45:00,2026-03-15T08:55:58.634677,B738,898.03
4603,WN4059,Southwest Airlines,SEA,MIA,2026-03-15T22:30:00,2026-03-16T01:17:00.837140,A320,313.09
4604,WN7425,Southwest Airlines,SEA,ATL,2026-03-15T06:45:00,2026-03-15T09:21:39.955661,B737,677.15
4605,DL6905,Delta Air Lines,ATL,MIA,2026-03-15T17:00:00,2026-03-15T20:10:51.940534,A320,670.49
4606,B65899,JetBlue,LAX,DEN,2026-03-15T13:30:00,2026-03-15T16:48:32.900607,B738,228.54
4607,B67612,JetBlue,DEN,BOS,2026-03-15T06:45:00,2026-03-15T09:36:52.108434,B738,621.06
4608,DL5803,Delta Air Lines,JFK,SEA,2026-03-15T05:00:00,2026-03-15T08:08:45.605894,B737,852.04
4609,WN7319,Southwest Airlines,ATL,SEA,2026-03-15T05:30:00,2026-03-15T08:26:36.860406,B737,776.28
4610,B62821,JetBlue,LAX,ORD,2026-03-15T14:30:00,2026-03-15T17:10:11.919850,A321,272.99
4611,UA1436,United Airlines,LAX,JFK,2026-03-15T20:15:00,2026-03-15T22:58:14.119041,A320,830.35
4612,UA4298,United Airlines,ORD,BOS,2026-03-15T11:15:00,2026-03-15T13:46:37.381625,A320,130.39
4613,WN4845,Southwest Airlines,BOS,MIA,2026-03-15T20:15:00,2026-03-15T23:55:38.117748,A321,77.41
4614,DL7661,Delta Air Lines,MIA,JFK,2026-03-15T18:00:00,2026-03-15T21:11:40.604537,A320,359.36
4615,B66686,JetBlue,DFW,ORD,2026-03-15T15:45:00,2026-03-15T21:32:47.333746,B787,915.05
4616,B64837,JetBlue,SFO,SEA,2026-03-15T23:30:00,2026-03-16T01:56:31.458904,B738,505.83
4617,B67322,JetBlue,ATL,MIA,2026-03-15T11:00:00,2026-03-15T16:20:57.068279,B787,145.12
4618,DL773,Delta Air Lines,SEA,DEN,2026-03-15T16:15:00,2026-03-15T20:02:54.096843,A321,902.58
4619,AA9165,American Airlines,SFO,JFK,2026-03-15T05:00:00,2026-03-15T10:24:47.075298,B787,735.05
4620,DL2157,Delta Air Lines,MIA,LAX,2026-03-15T06:30:00,2026-03-15T09:29:39.446835,B738,571.93
4621,WN602,Southwest Airlines,ATL,SFO,2026-03-15T22:45:00,2026-03-16T02:02:32.524422,A320,479.99
4622,DL3899,Delta Air Lines,ORD,SEA,2026-03-15T08:15:00,2026-03-15T11:26:28.281763,B737,710.21
4623,DL5433,Delta Air Lines,SFO,JFK,2026-03-15T18:15:00,2026-03-16T00:08:34.046502,B787,580.52
4624,DL6672,Delta Air Lines,DFW,BOS,2026-03-15T12:45:00,2026-03-15T16:03:59.248424,A321,430.71
4625,B62653,JetBlue,DEN,JFK,2026-03-15T07:30:00,2026-03-15T13:26:19.021484,B787,225.12
4626,DL244,Delta Air Lines,BOS,DEN,2026-03-15T07:00:00,2026-03-15T12:36:43.412807,B787,389.47
4627,B62331,JetBlue,MIA,ATL,2026-03-15T21:45:00,2026-03-16T03:13:30.922717,B787,129.75
4628,DL6121,Delta Air Lines,SFO,DEN,2026-03-15T09:00:00,2026-03-15T15:06:55.726262,B787,66.09
4629,B63657,JetBlue,JFK,MIA,2026-03-15T08:15:00,2026-03-15T11:42:11.944168,B738,375.6
4630,DL9714,Delta Air Lines,DEN,JFK,2026-03-15T12:15:00,2026-03-15T15:19:27.185298,A320,744.9
4631,UA6392,United Airlines,JFK,BOS,2026-03-15T21:15:00,2026-03-16T00:05:06.376739,B737,713.48
4632,DL6830,Delta Air Lines,ORD,JFK,2026-03-15T12:30:00,2026-03-15T16:12:50.258220,A321,227.46
4633,DL3129,Delta Air Lines,MIA,LAX,2026-03-15T23:45:00,2026-03-16T02:37:42.406560,A320,980.62
4634,WN8656,Southwest Airlines,SEA,DEN,2026-03-15T18:45:00,2026-03-15T20:50:15.180789,B737,706.43
4635,DL8607,Delta Air Lines,DFW,LAX,2026-03-15T22:45:00,2026-03-16T01:38:22.970901,B738,848.63
4636,WN5138,Southwest Airlines,MIA,LAX,2026-03-15T09:30:00,2026-03-15T13:12:50.750932,A321,309.71
4637,DL1674,Delta Air Lines,MIA,ORD,2026-03-15T11:00:00,2026-03-15T13:59:31.714716,B737,868.08
4638,B62743,JetBlue,ORD,SFO,2026-03-15T19:45:00,2026-03-15T22:31:22.961430,A320,551.91
4639,B61649,JetBlue,ATL,DEN,2026-03-15T11:30:00,2026-03-15T14:46:27.609023,A320,307.7
4640,AA1244,American Airlines,BOS,ATL,2026-03-15T05:45:00,2026-03-15T07:48:10.924205,A320,364.13
4641,WN5237,Southwest Airlines,BOS,ORD,2026-03-15T14:15:00,2026-03-15T17:02:34.642862,B738,753.67
4642,UA2346,United Airlines,JFK,ATL,2026-03-15T23:45:00,2026-03-16T03:04:01.505803,B738,490.35
4643,UA9503,United Airlines,LAX,ATL,2026-03-15T17:00:00,2026-03-15T20:16:38.947885,A320,320.83
4644,DL5731,Delta Air Lines,SEA,SFO,2026-03-15T16:00:00,2026-03-15T19:17:49.473007,B737,266.03
4645,WN465,Southwest Airlines,SEA,ORD,2026-03-15T10:15:00,2026-03-15T12:28:01.825109,A320,244.07
4646,B63178,JetBlue,JFK,MIA,2026-03-15T05:00:00,2026-03-15T07:27:35.302921,B737,100.7
4647,WN1803,Southwest Airlines,DEN,ORD,2026-03-15T23:30:00,2026-03-16T01:51:46.146617,B738,801.42
4648,B6751,JetBlue,ORD,DFW,2026-03-15T11:00:00,2026-03-15T13:26:24.699140,A320,901.51
4649,AA2742,American Airlines,ORD,LAX,2026-03-15T19:00:00,2026-03-15T21:58:06.671624,A320,379.27
4650,UA6217,United Airlines,MIA,ORD,2026-03-15T14:15:00,2026-03-15T19:47:33.400215,B787,449.24
4651,AA3498,American Airlines,SEA,ATL,2026-03-15T16:45:00,2026-03-15T20:00:00.162415,B738,521.09
4652,DL6608,Delta Air Lines,ATL,SEA,2026-03-15T06:45:00,2026-03-15T09:42:14.428381,B738,403.24
4653,DL9764,Delta Air Lines,DEN,LAX,2026-03-15T22:00:00,2026-03-16T00:23:07.246094,B737,317.25
4654,AA3924,American Airlines,LAX,ORD,2026-03-15T23:30:00,2026-03-16T02:42:54.885552,B737,304.82
4655,B64243,JetBlue,MIA,ORD,2026-03-15T23:15:00,2026-03-16T02:03:30.875723,A320,480.42
4656,DL7753,Delta Air Lines,ATL,LAX,2026-03-15T21:30:00,2026-03-16T03:20:11.190046,B787,693.44
4657,B62809,JetBlue,DFW,ORD,2026-03-16T11:45:00,2026-03-16T15:24:22.555585,A321,841.23
4658,DL1119,Delta Air Lines,JFK,DFW,2026-03-16T14:15:00,2026-03-16T16:37:33.263612,A320,954.83
4659,UA3448,United Airlines,DFW,MIA,2026-03-16T12:00:00,2026-03-16T14:31:39.024038,A321,479.26
4660,B61140,JetBlue,LAX,SEA,2026-03-16T21:45:00,2026-03-17T00:01:32.446375,B738,158.62
4661,UA1158,United Airlines,BOS,JFK,2026-03-16T16:15:00,2026-03-16T19:29:44.095264,A321,847.12
4662,B69643,JetBlue,JFK,SFO,2026-03-16T06:30:00,2026-03-16T08:30:21.667549,A320,405.81
4663,B69970,JetBlue,MIA,BOS,2026-03-16T13:45:00,2026-03-16T17:07:50.725896,B738,362.98
4664,B6743,JetBlue,SFO,ORD,2026-03-16T11:15:00,2026-03-16T16:26:05.427837,B787,347.3
4665,UA4082,United Airlines,JFK,LAX,2026-03-16T14:30:00,2026-03-16T17:33:13.118697,A320,620.51
4666,B64167,JetBlue,ATL,LAX,2026-03-16T15:00:00,2026-03-16T18:13:18.422373,A321,874.42
4667,DL6649,Delta Air Lines,DFW,SEA,2026-03-16T21:30:00,2026-03-16T23:42:45.067161,A320,288.13
4668,AA4775,American Airlines,ORD,DEN,2026-03-16T12:45:00,2026-03-16T15:21:33.890649,B737,126.25
4669,UA3417,United Airlines,ORD,DFW,2026-03-16T11:00:00,2026-03-16T14:12:38.607718,A321,663.3
4670,DL5317,Delta Air Lines,BOS,JFK,2026-03-16T07:30:00,2026-03-16T11:14:35.900946,A321,569.13
4671,DL4090,Delta Air Lines,SFO,ATL,2026-03-16T07:00:00,2026-03-16T09:40:56.777691,B737,425.36
4672,UA3847,United Airlines,LAX,SFO,2026-03-16T11:15:00,2026-03-16T13:54:03.163021,A320,150.9
4673,WN7461,Southwest Airlines,DFW,SEA,2026-03-16T21:15:00,2026-03-16T23:37:52.628287,A320,151.37
4674,UA4648,United Airlines,BOS,DFW,2026-03-16T08:15:00,2026-03-16T14:23:00.450010,B787,671.05
4675,B63359,JetBlue,ORD,BOS,2026-03-16T08:15:00,2026-03-16T11:42:59.583127,B738,334.17
4676,AA5131,American Airlines,SEA,ORD,2026-03-16T07:30:00,2026-03-16T13:40:37.788651,B787,851.09
4677,B66802,JetBlue,LAX,JFK,2026-03-16T23:45:00,2026-03-17T02:40:23.114271,B737,112.89
4678,DL7792,Delta Air Lines,ATL,SEA,2026-03-16T11:45:00,2026-03-16T14:51:01.288613,B737,522.51
4679,WN7258,Southwest Airlines,SFO,MIA,2026-03-16T23:30:00,2026-03-17T02:46:42.762262,A321,838.84
4680,B68444,JetBlue,SFO,ATL,2026-03-16T16:15:00,2026-03-16T19:50:42.717742,A321,138.98
4681,DL4828,Delta Air Lines,ORD,BOS,2026-03-16T23:45:00,2026-03-17T04:56:41.549050,B787,668.84
4682,B65999,JetBlue,LAX,DFW,2026-03-16T10:15:00,2026-03-16T13:07:15.896160,A321,68.97
4683,AA305,American Airlines,LAX,SEA,2026-03-16T06:15:00,2026-03-16T12:01:19.710361,B787,303.43
4684,DL493,Delta Air Lines,ORD,LAX,2026-03-16T11:15:00,2026-03-16T13:47:21.083410,A320,879.1
4685,UA6078,United Airlines,DEN,SFO,2026-03-16T23:30:00,2026-03-17T01:45:01.251664,A320,749.36
4686,WN9383,Southwest Airlines,SEA,SFO,2026-03-16T10:15:00,2026-03-16T12:51:28.193454,B738,798.26
4687,UA9649,United Airlines,BOS,SFO,2026-03-16T20:45:00,2026-03-16T23:39:17.689785,A320,125.59
4688,DL5290,Delta Air Lines,MIA,SEA,2026-03-16T20:00:00,2026-03-16T22:30:00.692009,A320,357.16
4689,DL4395,Delta Air Lines,SEA,SFO,2026-03-16T13:30:00,2026-03-16T16:57:39.806155,B738,989.16
4690,UA8509,United Airlines,SFO,DFW,2026-03-16T23:45:00,2026-03-17T03:27:44.434572,A321,582.06
4691,WN1693,Southwest Airlines,ORD,LAX,2026-03-16T06:45:00,2026-03-16T12:18:02.774107,B787,383.35
4692,DL7122,Delta Air Lines,ORD,JFK,2026-03-16T11:00:00,2026-03-16T13:50:28.008514,A320,482.62
4693,DL3193,Delta Air Lines,ORD,MIA,2026-03-16T16:15:00,2026-03-16T22:19:28.181379,B787,844.78
4694,AA641,American Airlines,SEA,SFO,2026-03-16T19:15:00,2026-03-16T21:28:58.771350,A320,338.9
4695,DL7164,Delta Air Lines,DFW,SFO,2026-03-16T06:00:00,2026-03-16T08:57:50.697287,A321,819.07
4696,DL3588,Delta Air Lines,JFK,MIA,2026-03-16T07:45:00,2026-03-16T10:05:51.396709,B738,901.88
4697,DL8934,Delta Air Lines,JFK,SEA,2026-03-16T20:00:00,2026-03-16T22:55:25.866205,A320,118.66
4698,AA5886,American Airlines,DFW,DEN,2026-03-16T17:15:00,2026-03-16T20:25:47.643514,A321,333.01
4699,AA6130,American Airlines,JFK,LAX,2026-03-16T14:30:00,2026-03-16T18:15:26.523328,A321,744.31
4700,B68318,JetBlue,DEN,SFO,2026-03-16T08:45:00,2026-03-16T11:56:38.550368,A320,387.7
4701,B68578,JetBlue,DEN,BOS,2026-03-16T14:45:00,2026-03-16T17:28:12.433430,B738,186.38
4702,DL5257,Delta Air Lines,MIA,JFK,2026-03-16T19:45:00,2026-03-16T22:59:03.066042,A321,779.02
4703,UA825,United Airlines,JFK,LAX,2026-03-16T09:15:00,2026-03-16T11:25:26.710974,A320,700.73
4704,B64125,JetBlue,MIA,LAX,2026-03-16T14:30:00,2026-03-16T17:13:57.721170,A320,745.23
4705,AA6925,American Airlines,SEA,ORD,2026-03-16T19:15:00,2026-03-16T22:14:26.214624,A320,292.18
4706,DL1341,Delta Air Lines,ORD,BOS,2026-03-16T20:00:00,2026-03-16T22:39:06.797019,A320,362.06
4707,UA3884,United Airlines,BOS,DFW,2026-03-16T08:45:00,2026-03-16T12:13:23.741364,B738,784.2
4708,AA1231,American Airlines,MIA,DFW,2026-03-16T19:30:00,2026-03-16T22:37:20.531679,B738,229.02
4709,WN680,Southwest Airlines,BOS,SFO,2026-03-16T17:45:00,2026-03-16T20:50:48.289381,A321,431.94
4710,DL8210,Delta Air Lines,JFK,DFW,2026-03-16T10:15:00,2026-03-16T12:55:13.201176,B737,573.02
4711,UA8225,United Airlines,JFK,ORD,2026-03-16T23:30:00,2026-03-17T02:59:58.979331,B738,109.69
4712,UA9758,United Airlines,SFO,ATL,2026-03-16T20:45:00,2026-03-16T22:47:51.391367,A320,175.06
4713,AA5527,American Airlines,SFO,BOS,2026-03-16T10:00:00,2026-03-16T12:13:56.739496,A320,435.56
4714,WN2908,Southwest Airlines,SFO,DEN,2026-03-16T14:45:00,2026-03-16T18:20:48.381795,A321,79.77
4715,B69632,JetBlue,ATL,SEA,2026-03-16T15:00:00,2026-03-16T17:35:21.187860,B737,986.04
4716,DL3578,Delta Air Lines,ATL,MIA,2026-03-16T06:30:00,2026-03-16T09:06:12.310224,B737,470.27
4717,WN9503,Southwest Airlines,DFW,SEA,2026-03-16T08:00:00,2026-03-16T10:26:37.565297,B738,754.42
4718,B68186,JetBlue,SEA,JFK,2026-03-16T20:15:00,2026-03-17T02:30:37.760907,B787,797.9
4719,UA6531,United Airlines,SFO,DEN,2026-03-16T21:30:00,2026-03-17T00:00:23.566385,B737,253.91
4720,B6631,JetBlue,LAX,SFO,2026-03-16T06:30:00,2026-03-16T09:11:36.606003,A320,827.08
4721,B6230,JetBlue,SEA,JFK,2026-03-16T16:00:00,2026-03-16T18:59:20.375267,B738,673.12
4722,WN6448,Southwest Airlines,ATL,LAX,2026-03-16T23:00:00,2026-03-17T01:41:27.520098,A320,651.77
4723,WN5939,Southwest Airlines,JFK,ATL,2026-03-16T15:30:00,2026-03-16T19:01:59.878509,A321,153.2
4724,B65103,JetBlue,BOS,SFO,2026-03-17T23:15:00,2026-03-18T04:39:02.954027,B787,84.21
4725,UA5965,United Airlines,SFO,ORD,2026-03-17T21:30:00,2026-03-18T00:06:39.991775,B737,920.9
4726,WN6016,Southwest Airlines,BOS,SEA,2026-03-17T08:15:00,2026-03-17T11:26:45.852068,B737,196.06
4727,B69300,JetBlue,BOS,DEN,2026-03-17T10:30:00,2026-03-17T13:36:41.807226,B737,231.87
4728,DL4689,Delta Air Lines,MIA,JFK,2026-03-17T07:15:00,2026-03-17T10:47:57.190050,A321,213.45
4729,UA2337,United Airlines,ORD,DEN,2026-03-17T19:30:00,2026-03-17T22:45:24.870478,B737,825.06
4730,AA4527,American Airlines,DFW,JFK,2026-03-17T07:00:00,2026-03-17T09:30:53.447147,B738,718.16
4731,WN5649,Southwest Airlines,SEA,DFW,2026-03-17T15:30:00,2026-03-17T17:31:50.680290,A320,698.83
4732,WN6435,Southwest Airlines,ATL,SFO,2026-03-17T21:15:00,2026-03-17T23:56:04.838620,A320,572.31
4733,DL2776,Delta Air Lines,LAX,SEA,2026-03-17T18:45:00,2026-03-18T00:09:22.612635,B787,572.42
4734,AA6756,American Airlines,DFW,LAX,2026-03-17T23:00:00,2026-03-18T01:51:03.430923,A321,548.45
4735,DL7519,Delta Air Lines,SFO,DFW,2026-03-17T16:30:00,2026-03-17T19:30:35.905222,A320,652.13
4736,DL7351,Delta Air Lines,LAX,ORD,2026-03-17T09:15:00,2026-03-17T12:27:52.827597,A321,630.25
4737,DL5277,Delta Air Lines,LAX,SEA,2026-03-17T18:15:00,2026-03-17T21:00:20.615695,A321,750.11
4738,WN3693,Southwest Airlines,LAX,JFK,2026-03-17T18:45:00,2026-03-18T00:34:42.725523,B787,761.0
4739,B66419,JetBlue,BOS,JFK,2026-03-17T22:15:00,2026-03-18T00:35:04.798930,B738,148.69
4740,WN8667,Southwest Airlines,SFO,DEN,2026-03-17T10:00:00,2026-03-17T12:45:28.522856,A320,722.79
4741,UA7925,United Airlines,ORD,BOS,2026-03-17T22:00:00,2026-03-18T00:42:43.820784,B737,922.67
4742,WN6614,Southwest Airlines,MIA,ORD,2026-03-17T16:30:00,2026-03-17T19:46:56.657188,B738,716.68
4743,DL727,Delta Air Lines,ORD,DEN,2026-03-17T23:30:00,2026-03-18T02:58:50.611538,A321,288.01
4744,UA9878,United Airlines,LAX,SFO,2026-03-17T23:00:00,2026-03-18T02:44:24.439844,A321,897.56
4745,WN3769,Southwest Airlines,ATL,ORD,2026-03-17T05:30:00,2026-03-17T11:14:38.712342,B787,143.76
4746,AA4862,American Airlines,JFK,DFW,2026-03-17T21:15:00,2026-03-18T00:38:41.033063,A321,916.13
4747,DL4444,Delta Air Lines,SEA,ORD,2026-03-17T13:45:00,2026-03-17T15:47:20.890623,B737,172.51
4748,AA1596,American Airlines,DEN,DFW,2026-03-17T21:00:00,2026-03-18T00:44:19.674743,A321,321.29
4749,UA4359,United Airlines,JFK,LAX,2026-03-17T17:15:00,2026-03-17T23:23:12.665659,B787,368.46
4750,AA1696,American Airlines,BOS,MIA,2026-03-17T14:15:00,2026-03-17T17:09:53.577945,A320,58.71
4751,WN3020,Southwest Airlines,JFK,SFO,2026-03-17T11:00:00,2026-03-17T13:03:53.972527,A320,887.28
4752,AA4426,American Airlines,LAX,MIA,2026-03-17T22:00:00,2026-03-18T00:43:56.886189,B738,692.69
4753,WN8015,Southwest Airlines,DEN,ATL,2026-03-17T14:15:00,2026-03-17T17:16:32.234219,B738,356.23
4754,DL7707,Delta Air Lines,LAX,JFK,2026-03-17T15:00:00,2026-03-17T17:38:50.999783,A320,647.86
4755,DL5636,Delta Air Lines,DFW,MIA,2026-03-17T08:30:00,2026-03-17T14:19:48.737467,B787,936.59
4756,B63578,JetBlue,ORD,BOS,2026-03-17T22:15:00,2026-03-18T01:15:56.198311,A320,948.81
4757,AA5094,American Airlines,SEA,LAX,2026-03-17T11:00:00,2026-03-17T13:59:12.611859,B738,995.0
4758,WN456,Southwest Airlines,JFK,SEA,2026-03-17T06:00:00,2026-03-17T08:02:45.820727,A320,119.28
4759,DL225,Delta Air Lines,ATL,SEA,2026-03-17T13:15:00,2026-03-17T16:38:03.371877,B738,626.61
4760,B66030,JetBlue,SEA,DEN,2026-03-17T12:30:00,2026-03-17T14:54:47.462682,B738,751.25
4761,DL8953,Delta Air Lines,ATL,MIA,2026-03-17T09:00:00,2026-03-17T14:41:15.942668,B787,702.42
4762,DL6503,Delta Air Lines,DEN,SFO,2026-03-17T17:00:00,2026-03-17T19:20:31.843394,B737,387.12
4763,AA4172,American Airlines,DEN,JFK,2026-03-17T15:00:00,2026-03-17T18:05:42.569168,B738,361.04
4764,AA1648,American Airlines,DEN,LAX,2026-03-17T16:00:00,2026-03-17T19:43:06.068327,A321,533.53
4765,DL4240,Delta Air Lines,SFO,SEA,2026-03-17T23:15:00,2026-03-18T01:21:55.744115,A320,330.1
4766,WN1981,Southwest Airlines,DFW,DEN,2026-03-17T08:15:00,2026-03-17T10:55:10.311155,B738,540.95
4767,B69203,JetBlue,MIA,DEN,2026-03-17T21:45:00,2026-03-18T00:25:06.359545,A320,654.28
4768,WN801,Southwest Airlines,DEN,DFW,2026-03-17T17:00:00,2026-03-17T20:00:10.000575,B738,804.05
4769,UA8524,United Airlines,SEA,DEN,2026-03-17T22:30:00,2026-03-18T01:22:28.582495,B737,62.6
4770,UA1139,United Airlines,MIA,ORD,2026-03-17T09:30:00,2026-03-17T11:41:35.082226,A320,230.61
4771,WN6179,Southwest Airlines,SEA,JFK,2026-03-17T06:45:00,2026-03-17T12:10:14.995819,B787,191.32
4772,AA1768,American Airlines,JFK,LAX,2026-03-17T23:45:00,2026-03-18T02:51:01.692207,A321,467.97
4773,UA1549,United Airlines,LAX,SEA,2026-03-17T21:45:00,2026-03-18T01:14:58.401769,A321,158.54
4774,WN8416,Southwest Airlines,DEN,ATL,2026-03-17T20:00:00,2026-03-17T22:31:10.615168,A320,993.51
4775,DL6881,Delta Air Lines,DFW,DEN,2026-03-17T14:00:00,2026-03-17T17:16:20.695648,A320,595.06
4776,WN5217,Southwest Airlines,DFW,MIA,2026-03-17T17:30:00,2026-03-17T19:30:15.560734,A320,466.75
4777,AA4046,American Airlines,JFK,SEA,2026-03-18T20:30:00,2026-03-18T23:42:35.143922,B738,804.45
4778,B65657,JetBlue,SEA,ORD,2026-03-18T22:00:00,2026-03-19T01:24:09.795196,B738,184.83
4779,UA851,United Airlines,MIA,SFO,2026-03-18T20:15:00,2026-03-19T01:38:06.660042,B787,936.17
4780,AA7641,American Airlines,SFO,ATL,2026-03-18T22:30:00,2026-03-19T00:43:21.930871,A320,314.58
4781,UA1201,United Airlines,DEN,DFW,2026-03-18T12:30:00,2026-03-18T18:20:56.009978,B787,345.06
4782,B63630,JetBlue,DFW,BOS,2026-03-18T23:00:00,2026-03-19T01:46:07.937800,B738,989.12
4783,B61895,JetBlue,ORD,SFO,2026-03-18T11:15:00,2026-03-18T14:54:59.895366,A321,310.54
4784,WN2933,Southwest Airlines,BOS,LAX,2026-03-18T14:30:00,2026-03-18T17:42:46.577602,B738,411.09
4785,DL8319,Delta Air Lines,LAX,SFO,2026-03-18T13:15:00,2026-03-18T18:19:39.046720,B787,130.16
4786,WN6037,Southwest Airlines,SFO,DEN,2026-03-18T20:30:00,2026-03-18T23:29:52.497124,B738,238.23
4787,WN2741,Southwest Airlines,LAX,SFO,2026-03-18T09:45:00,2026-03-18T12:48:20.993684,B737,842.26
4788,UA6358,United Airlines,DFW,MIA,2026-03-18T06:00:00,2026-03-18T11:43:42.152755,B787,935.72
4789,B6929,JetBlue,DEN,DFW,2026-03-18T23:15:00,2026-03-19T05:15:34.209214,B787,451.62
4790,DL8322,Delta Air Lines,SFO,DEN,2026-03-18T22:45:00,2026-03-19T01:06:21.897823,B738,460.66
4791,B62469,JetBlue,JFK,DEN,2026-03-18T19:00:00,2026-03-19T01:05:07.209313,B787,823.08
4792,B6801,JetBlue,MIA,SEA,2026-03-18T14:00:00,2026-03-18T17:03:12.225728,B737,714.13
4793,AA5060,American Airlines,ATL,JFK,2026-03-18T13:45:00,2026-03-18T19:42:51.791474,B787,895.95
4794,WN2542,Southwest Airlines,ORD,MIA,2026-03-18T11:45:00,2026-03-18T17:40:29.071388,B787,987.49
4795,B66069,JetBlue,JFK,MIA,2026-03-18T18:00:00,2026-03-18T20:33:17.823125,A321,113.08
